,report,date,transcript_source
81546,13233034.0,2008-03-10,0
81547,13237038.0,2008-03-11,0
81548,13237042.0,2008-03-11,0
81554,13237162.0,2008-03-11,0
81557,13237724.0,2008-03-11,0
81558,13239641.0,2008-03-11,0
81559,13240316.0,2008-03-11,0
81560,13243739.0,2008-03-12,0
81561,13243761.0,2008-03-12,0
81562,13243913.0,2008-03-12,0
81563,13244093.0,2008-03-12,0
81564,13244764.0,2008-03-12,0
81565,13247014.0,2008-03-13,0
81566,13247156.0,2008-03-13,0
81567,13247487.0,2008-03-13,0
81569,13247586.0,2008-03-13,0
81570,13249134.0,2008-03-13,0
81571,13251360.0,2008-03-14,0
81572,13251525.0,2008-03-14,0
81573,13251766.0,2008-03-14,0
81574,13251926.0,2008-03-14,0
81575,65162909.0,2008-03-14,0
81576,13255704.0,2008-03-17,0
81577,13259276.0,2008-03-17,0
81578,13259297.0,2008-03-17,0
81579,13259298.0,2008-03-17,0
81580,13259731.0,2008-03-17,0
81582,13259943.0,2008-03-17,0
81583,13260163.0,2008-03-17,0
81586,13262891.0,2008-03-18,0
81587,13266657.0,2008-03-19,0
81588,13267176.0,2008-03-19,0
81589,13267908.0,2008-03-19,0
81591,13273575.0,2008-03-24,0
81593,13276540.0,2008-03-24,0
81595,13287686.0,2008-03-25,0
81597,13287889.0,2008-03-25,0
81599,13288493.0,2008-03-25,0
81601,13288523.0,2008-03-26,0
81602,13306796.0,2008-03-27,0
81603,13350312.0,2008-04-09,0
81609,1799694.0,2008-04-09,1
81610,64262370.0,2008-04-15,0
81611,13376811.0,2008-04-16,0
81612,13379952.0,2008-04-17,0
81613,13384141.0,2008-04-18,0
81615,13400654.0,2008-04-23,0
81620,1812267.0,2008-04-23,1
81621,13405755.0,2008-04-24,0
81623,13406964.0,2008-04-24,0
81625,13417597.0,2008-04-25,0
81626,13417761.0,2008-04-25,0
81627,13417773.0,2008-04-25,0
81628,13426411.0,2008-04-29,0
81629,13426631.0,2008-04-29,0
81631,13427525.0,2008-04-29,0
81632,13428866.0,2008-04-29,0
81633,13431909.0,2008-04-29,0
81634,13432102.0,2008-04-29,0
81635,13432220.0,2008-04-29,0
81638,13433094.0,2008-04-29,0
81641,13433310.0,2008-04-29,0
81643,13434404.0,2008-04-29,0
81645,13435539.0,2008-04-30,0
81648,13438882.0,2008-04-30,0
81649,13435828.0,2008-05-01,0
81651,13435833.0,2008-05-01,0
81652,13435889.0,2008-05-01,0
81653,13436351.0,2008-05-01,0
81655,13446977.0,2008-05-02,0
81656,13455136.0,2008-05-06,0
81657,13456086.0,2008-05-06,0
81658,13456135.0,2008-05-06,0
81660,13456428.0,2008-05-06,0
81661,13456641.0,2008-05-06,0
81662,13456759.0,2008-05-06,0
81663,13456901.0,2008-05-06,0
81664,13458768.0,2008-05-07,0
81665,13458964.0,2008-05-07,0
81666,13459039.0,2008-05-07,0
81667,13459181.0,2008-05-07,0
81668,13459852.0,2008-05-07,0
81669,13462386.0,2008-05-07,0
81670,61088398.0,2008-05-07,0
81671,13466253.0,2008-05-08,0
81672,13466341.0,2008-05-08,0
81673,13466888.0,2008-05-08,0
81675,13467013.0,2008-05-08,0
81676,13470084.0,2008-05-08,0
81678,1828697.0,2008-05-08,1
81679,1844743.0,2008-05-08,1
81681,13470199.0,2008-05-09,0
81682,13476204.0,2008-05-12,0
81683,65162910.0,2008-05-12,0
81684,13480249.0,2008-05-13,0
81685,13480599.0,2008-05-13,0
81687,13480912.0,2008-05-13,0
81688,13481038.0,2008-05-13,0
81689,13484563.0,2008-05-13,0
81690,13483940.0,2008-05-14,0
81691,13485038.0,2008-05-14,0
81693,13485560.0,2008-05-14,0
81694,13486111.0,2008-05-14,0
81695,13488172.0,2008-05-15,0
81697,67922374.0,2008-05-15,0
81698,1847168.0,2008-05-15,1
81699,13507978.0,2008-05-20,0
81701,13507979.0,2008-05-20,0
81703,13508142.0,2008-05-20,0
81704,13508359.0,2008-05-20,0
81706,13509290.0,2008-05-20,0
81707,1851003.0,2008-05-21,1
81708,13514137.0,2008-05-22,0
81709,13514625.0,2008-05-22,0
81710,13520223.0,2008-05-22,0
81711,13537941.0,2008-05-29,0
81713,13538565.0,2008-05-29,0
81717,1846243.0,2008-05-29,1
81720,24928116.0,2008-06-03,0
81721,13559442.0,2008-06-05,0
81724,13565766.0,2008-06-05,0
81727,13585189.0,2008-06-13,0
81728,1868234.0,2008-06-19,1
81729,13612121.0,2008-06-24,0
81730,13614729.0,2008-06-24,0
81731,13616906.0,2008-06-24,0
81732,13616912.0,2008-06-24,0
81733,13616925.0,2008-06-24,0
81734,13617035.0,2008-06-24,0
81735,13622334.0,2008-06-26,0
81738,13636088.0,2008-06-30,0
81739,13647729.0,2008-07-02,0
81740,13648215.0,2008-07-02,0
81741,13648398.0,2008-07-02,0
81742,1889667.0,2008-07-02,1
81743,13680698.0,2008-07-14,0
81748,13711533.0,2008-07-22,0
81752,13723318.0,2008-07-23,0
81753,13725500.0,2008-07-24,0
81754,13730023.0,2008-07-24,0
81755,13730348.0,2008-07-24,0
81756,13732751.0,2008-07-24,0
81757,13732680.0,2008-07-25,0
81758,13732682.0,2008-07-25,0
81759,13732803.0,2008-07-25,0
81760,13732869.0,2008-07-25,0
81762,13733120.0,2008-07-25,0
81763,13733277.0,2008-07-25,0
81764,13737408.0,2008-07-28,0
81766,13740646.0,2008-07-29,0
81767,13740690.0,2008-07-29,0
81768,13742492.0,2008-07-29,0
81769,13743118.0,2008-07-29,0
81770,13743552.0,2008-07-29,0
81771,13744492.0,2008-07-29,0
81773,13747074.0,2008-07-30,0
81774,13751355.0,2008-07-30,0
81776,13751680.0,2008-07-30,0
81778,13751847.0,2008-07-30,0
81779,13752643.0,2008-07-30,0
81780,13756331.0,2008-07-31,0
81781,13757248.0,2008-07-31,0
81782,13761099.0,2008-07-31,0
81783,13761555.0,2008-07-31,0
81786,13765324.0,2008-07-31,0
81787,13765399.0,2008-07-31,0
81788,13765446.0,2008-07-31,0
81789,13770265.0,2008-07-31,0
81796,13763011.0,2008-08-01,0
81797,13763141.0,2008-08-01,0
81798,13781644.0,2008-08-05,0
81799,13781838.0,2008-08-05,0
81800,13782966.0,2008-08-05,0
81802,13783606.0,2008-08-05,0
81803,13786703.0,2008-08-06,0
81804,13788390.0,2008-08-06,0
81805,13788887.0,2008-08-06,0
81806,13793026.0,2008-08-07,0
81814,13793094.0,2008-08-07,0
81815,13798214.0,2008-08-07,0
81816,13799011.0,2008-08-07,0
81820,13799337.0,2008-08-07,0
81821,13799871.0,2008-08-07,0
81822,13800367.0,2008-08-07,0
81823,13802753.0,2008-08-07,0
81825,13803860.0,2008-08-07,0
81826,13803833.0,2008-08-08,0
81828,13803994.0,2008-08-08,0
81829,13816935.0,2008-08-12,0
81830,13819394.0,2008-08-13,0
81831,13819979.0,2008-08-13,0
81832,13820010.0,2008-08-13,0
81833,13820013.0,2008-08-13,0
81834,13820040.0,2008-08-13,0
81835,13822630.0,2008-08-13,0
81836,1919488.0,2008-08-14,1
81837,13835555.0,2008-08-19,0
81840,13840359.0,2008-08-21,0
81841,13840670.0,2008-08-21,0
81842,13840990.0,2008-08-21,0
81843,13852221.0,2008-08-26,0
81844,13854859.0,2008-08-27,0
81847,13860586.0,2008-08-28,0
81848,13860815.0,2008-08-28,0
81849,13863425.0,2008-08-29,0
81851,13880005.0,2008-09-03,0
81852,13880188.0,2008-09-03,0
81853,13905948.0,2008-09-11,0
81854,1940717.0,2008-09-11,1
81856,13929433.0,2008-09-22,0
81858,13930380.0,2008-09-22,0
81863,13930939.0,2008-09-22,0
81865,13950107.0,2008-09-26,0
81866,13977552.0,2008-10-02,0
81867,14021319.0,2008-10-15,0
81868,14021362.0,2008-10-15,0
81869,22987728.0,2008-10-15,0
81870,14040575.0,2008-10-21,0
81871,14041977.0,2008-10-21,0
81872,14042490.0,2008-10-21,0
81873,14050326.0,2008-10-23,0
81875,14053599.0,2008-10-23,0
81876,14054212.0,2008-10-23,0
81877,14054307.0,2008-10-23,0
81878,14057617.0,2008-10-23,0
81879,14061023.0,2008-10-23,0
81880,14061104.0,2008-10-24,0
81881,14061175.0,2008-10-24,0
81882,14061211.0,2008-10-24,0
81883,14061460.0,2008-10-24,0
81885,14061489.0,2008-10-24,0
81886,14072858.0,2008-10-28,0
81888,14072939.0,2008-10-28,0
81890,14073751.0,2008-10-28,0
81891,14075257.0,2008-10-28,0
81892,14078992.0,2008-10-29,0
81893,14080624.0,2008-10-29,0
81894,14081680.0,2008-10-29,0
81896,14081934.0,2008-10-29,0
81897,14082099.0,2008-10-29,0
81899,14084632.0,2008-10-29,0
81900,14085441.0,2008-10-29,0
81901,14096356.0,2008-10-29,0
81905,2010310.0,2008-10-29,1
81906,14088296.0,2008-10-30,0
81907,14088625.0,2008-10-30,0
81908,14095081.0,2008-10-30,0
81909,14095106.0,2008-10-30,0
81910,14095775.0,2008-10-30,0
81912,14095791.0,2008-10-30,0
81913,14095805.0,2008-10-31,0
81914,14095994.0,2008-10-31,0
81915,14096906.0,2008-10-31,0
81916,14107100.0,2008-11-03,0
81917,14108290.0,2008-11-04,0
81918,14109288.0,2008-11-04,0
81919,14118182.0,2008-11-05,0
81920,14129135.0,2008-11-06,0
81921,14129211.0,2008-11-06,0
81924,14129940.0,2008-11-06,0
81925,14130005.0,2008-11-06,0
81926,14129464.0,2008-11-07,0
81929,14129571.0,2008-11-07,0
81930,14129589.0,2008-11-07,0
81931,14129642.0,2008-11-07,0
81932,14129665.0,2008-11-07,0
81933,14133622.0,2008-11-10,0
81935,14133858.0,2008-11-10,0
81936,14134438.0,2008-11-10,0
81938,14135099.0,2008-11-10,0
81939,2018397.0,2008-11-10,1
81940,14142273.0,2008-11-11,0
81941,14142311.0,2008-11-11,0
81942,14142404.0,2008-11-11,0
81943,14145408.0,2008-11-12,0
81945,14145458.0,2008-11-12,0
81946,14147427.0,2008-11-12,0
81947,14149321.0,2008-11-12,0
81948,14152774.0,2008-11-12,0
81949,14154537.0,2008-11-12,0
81950,14151040.0,2008-11-13,0
81951,14152464.0,2008-11-13,0
81953,14152987.0,2008-11-13,0
81955,14154648.0,2008-11-13,0
81959,14154883.0,2008-11-13,0
81961,1940826.0,2008-11-13,1
81962,14160773.0,2008-11-14,0
81963,14181833.0,2008-11-14,0
81965,14167151.0,2008-11-17,0
81966,14192646.0,2008-11-18,0
81968,66213928.0,2008-11-19,0
81970,2031276.0,2008-11-19,1
81971,2034699.0,2008-11-19,1
81972,14189721.0,2008-11-21,0
81973,14197435.0,2008-11-25,0
81977,14200212.0,2008-11-26,0
81979,14203780.0,2008-11-27,0
81981,2046424.0,2008-12-03,1
81982,2040993.0,2008-12-04,1
81983,14241759.0,2008-12-09,0
81984,14236030.0,2008-12-10,0
81985,14236310.0,2008-12-10,0
81986,14241823.0,2008-12-11,0
81988,2047868.0,2008-12-11,1
81989,2044659.0,2008-12-11,1
81990,2050598.0,2008-12-16,1
81991,14264847.0,2008-12-18,0
81992,14267720.0,2008-12-19,0
81993,14268680.0,2008-12-19,0
81994,14273097.0,2008-12-22,0
81995,2065663.0,2009-01-12,1
81996,14345699.0,2009-01-21,0
81997,14351855.0,2009-01-22,0
81998,14365541.0,2009-01-27,0
81999,14365959.0,2009-01-27,0
82000,14365990.0,2009-01-27,0
82001,14366309.0,2009-01-27,0
82002,14367134.0,2009-01-27,0
82003,14369365.0,2009-01-28,0
82004,14369683.0,2009-01-28,0
82005,14369869.0,2009-01-28,0
82006,14370451.0,2009-01-28,0
82008,14370726.0,2009-01-28,0
82010,14370893.0,2009-01-28,0
82012,14374903.0,2009-01-29,0
82013,14375219.0,2009-01-29,0
82014,14375670.0,2009-01-29,0
82015,14377255.0,2009-01-29,0
82016,14379256.0,2009-01-29,0
82017,14385783.0,2009-01-30,0
82018,14385847.0,2009-01-30,0
82019,14401454.0,2009-02-03,0
82020,2075611.0,2009-02-05,1
82021,14425507.0,2009-02-09,0
82022,2089203.0,2009-02-09,1
82023,14432885.0,2009-02-10,0
82024,14433060.0,2009-02-10,0
82025,14433480.0,2009-02-10,0
82026,14434115.0,2009-02-10,0
82027,14436867.0,2009-02-11,0
82028,14436992.0,2009-02-11,0
82029,14438971.0,2009-02-11,0
82030,14439293.0,2009-02-11,0
82031,14439379.0,2009-02-11,0
82032,14439415.0,2009-02-11,0
82033,14439558.0,2009-02-11,0
82034,2093409.0,2009-02-11,1
82035,14442277.0,2009-02-12,0
82036,14446206.0,2009-02-12,0
82037,14446764.0,2009-02-12,0
82041,14447814.0,2009-02-12,0
82042,14447961.0,2009-02-13,0
82043,14448049.0,2009-02-13,0
82044,14448466.0,2009-02-13,0
82045,14454991.0,2009-02-17,0
82046,2079836.0,2009-02-17,1
82048,14462934.0,2009-02-18,0
82049,14473118.0,2009-02-18,0
82050,14471151.0,2009-02-19,0
82051,14472106.0,2009-02-19,0
82053,14474457.0,2009-02-20,0
82054,14474670.0,2009-02-20,0
82057,14475773.0,2009-02-20,0
82059,14481482.0,2009-02-23,0
82061,14484175.0,2009-02-24,0
82063,14484825.0,2009-02-24,0
82064,14934933.0,2009-02-24,0
82065,14487893.0,2009-02-25,0
82066,14489736.0,2009-02-25,0
82067,14489776.0,2009-02-25,0
82068,14489896.0,2009-02-25,0
82069,14490166.0,2009-02-25,0
82070,14498200.0,2009-02-26,0
82071,14498882.0,2009-02-26,0
82072,14501384.0,2009-02-26,0
82073,14506247.0,2009-02-26,0
82074,14506385.0,2009-02-26,0
82075,2067755.0,2009-02-26,1
82076,14506440.0,2009-02-27,0
82077,14519877.0,2009-03-03,0
82078,14540347.0,2009-03-03,0
82079,14528084.0,2009-03-04,0
82081,14529217.0,2009-03-04,0
82082,14530050.0,2009-03-04,0
82083,14536598.0,2009-03-05,0
82084,14538182.0,2009-03-05,0
82085,14538785.0,2009-03-05,0
82087,14538843.0,2009-03-05,0
82089,63164633.0,2009-03-05,0
82090,14541089.0,2009-03-06,0
82091,14541673.0,2009-03-06,0
82092,14550837.0,2009-03-09,0
82093,14555990.0,2009-03-10,0
82094,14556741.0,2009-03-10,0
82095,14557096.0,2009-03-10,0
82096,2119723.0,2009-03-10,1
82097,14568244.0,2009-03-11,0
82098,14571269.0,2009-03-12,0
82099,14571484.0,2009-03-12,0
82100,14571696.0,2009-03-12,0
82101,14572862.0,2009-03-12,0
82102,14572908.0,2009-03-12,0
82103,14576496.0,2009-03-13,0
82104,14576894.0,2009-03-13,0
82105,14506063.0,2009-03-14,0
82106,14592254.0,2009-03-17,0
82107,14597465.0,2009-03-18,0
82108,14601198.0,2009-03-19,0
82109,14620824.0,2009-03-24,0
82110,14620872.0,2009-03-24,0
82111,14636573.0,2009-03-30,0
82112,14652522.0,2009-04-02,0
82113,14655133.0,2009-04-02,0
82114,14670943.0,2009-04-06,0
82115,14671270.0,2009-04-06,0
82117,29924172.0,2009-04-07,0
82119,14730144.0,2009-04-17,0
82120,14734988.0,2009-04-20,0
82121,14749367.0,2009-04-23,0
82123,14761493.0,2009-04-27,0
82124,14769993.0,2009-04-28,0
82125,14771081.0,2009-04-28,0
82126,14771643.0,2009-04-28,0
82127,14773857.0,2009-04-28,0
82128,14773950.0,2009-04-28,0
82129,14774761.0,2009-04-28,0
82130,14774825.0,2009-04-28,0
82131,14777786.0,2009-04-28,0
82132,14781204.0,2009-04-29,0
82133,14809281.0,2009-04-30,0
82134,14806187.0,2009-05-01,0
82136,14794057.0,2009-05-05,0
82137,14794113.0,2009-05-05,0
82138,14794369.0,2009-05-05,0
82139,14809687.0,2009-05-07,0
82140,14810203.0,2009-05-07,0
82141,14811168.0,2009-05-07,0
82143,14821193.0,2009-05-07,0
82144,14821247.0,2009-05-07,0
82146,14821327.0,2009-05-07,0
82147,2199612.0,2009-05-07,1
82148,14820113.0,2009-05-08,0
82149,14825876.0,2009-05-08,0
82151,14826266.0,2009-05-08,0
82153,63164588.0,2009-05-08,0
82155,14828539.0,2009-05-11,0
82156,14835655.0,2009-05-12,0
82157,61088876.0,2009-05-12,0
82158,14843826.0,2009-05-13,0
82159,14844691.0,2009-05-13,0
82160,14851624.0,2009-05-13,0
82161,14849376.0,2009-05-14,0
82162,14849946.0,2009-05-14,0
82164,14864006.0,2009-05-14,0
82167,14854941.0,2009-05-15,0
82168,14857967.0,2009-05-15,0
82169,14863429.0,2009-05-15,0
82171,25244542.0,2009-05-20,0
82172,14883208.0,2009-05-21,0
82173,14883633.0,2009-05-21,0
82174,14904661.0,2009-05-27,0
82175,2231603.0,2009-05-27,1
82176,14910429.0,2009-05-28,0
82177,14911400.0,2009-05-28,0
82178,14932696.0,2009-05-28,0
82184,21138293.0,2009-05-28,0
82185,2184783.0,2009-05-29,1
82187,14948957.0,2009-06-04,0
82190,2262314.0,2009-06-04,1
82191,22987729.0,2009-06-16,0
82193,2270317.0,2009-06-17,1
82194,14989774.0,2009-06-22,0
82195,14998526.0,2009-06-23,0
82196,14998561.0,2009-06-23,0
82197,15026557.0,2009-07-01,0
82198,15053792.0,2009-07-13,0
82199,15072326.0,2009-07-20,0
82200,15092033.0,2009-07-23,0
82201,15094340.0,2009-07-23,0
82202,15095767.0,2009-07-23,0
82203,15097021.0,2009-07-23,0
82204,15098849.0,2009-07-23,0
82205,15098814.0,2009-07-24,0
82208,15098857.0,2009-07-24,0
82209,15099034.0,2009-07-24,0
82210,15099187.0,2009-07-24,0
82212,15106283.0,2009-07-28,0
82213,15107111.0,2009-07-28,0
82214,15107800.0,2009-07-28,0
82216,15110065.0,2009-07-28,0
82217,15110309.0,2009-07-28,0
82218,15111777.0,2009-07-28,0
82219,15116178.0,2009-07-29,0
82220,15117369.0,2009-07-29,0
82221,15118295.0,2009-07-29,0
82222,15134445.0,2009-07-29,0
82225,15125861.0,2009-07-30,0
82226,15127924.0,2009-07-30,0
82227,15129870.0,2009-07-30,0
82228,15129896.0,2009-07-30,0
82229,15129905.0,2009-07-30,0
82230,15132711.0,2009-07-30,0
82231,15145850.0,2009-08-04,0
82232,15150015.0,2009-08-05,0
82233,15150049.0,2009-08-05,0
82234,15153590.0,2009-08-05,0
82235,15155317.0,2009-08-05,0
82236,15158304.0,2009-08-05,0
82237,15159247.0,2009-08-05,0
82238,15167847.0,2009-08-06,0
82239,15167134.0,2009-08-07,0
82240,15167137.0,2009-08-07,0
82241,15167155.0,2009-08-07,0
82242,15167360.0,2009-08-07,0
82243,15171682.0,2009-08-10,0
82244,15171911.0,2009-08-10,0
82245,15172002.0,2009-08-10,0
82247,15172082.0,2009-08-10,0
82248,15175327.0,2009-08-11,0
82249,15175681.0,2009-08-11,0
82250,15176638.0,2009-08-11,0
82253,15177717.0,2009-08-11,0
82259,22440797.0,2009-08-11,0
82260,15185642.0,2009-08-12,0
82261,15190601.0,2009-08-13,0
82262,15192060.0,2009-08-13,0
82263,15194198.0,2009-08-13,0
82264,15195484.0,2009-08-13,0
82265,2373960.0,2009-08-13,1
82266,15207544.0,2009-08-18,0
82267,15215199.0,2009-08-19,0
82269,15215213.0,2009-08-20,0
82270,15215628.0,2009-08-20,0
82271,15216426.0,2009-08-20,0
82272,15216974.0,2009-08-20,0
82273,15220346.0,2009-08-21,0
82278,15231038.0,2009-08-26,0
82281,15234623.0,2009-08-27,0
82282,15235291.0,2009-08-27,0
82283,15235976.0,2009-08-27,0
82284,15271003.0,2009-09-09,0
82285,15272771.0,2009-09-10,0
82286,2445645.0,2009-09-16,1
82287,15326132.0,2009-09-18,0
82288,2406870.0,2009-09-23,1
82289,15339128.0,2009-09-29,0
82290,15339938.0,2009-09-29,0
82291,15339998.0,2009-09-29,0
82292,15340108.0,2009-09-29,0
82293,15367106.0,2009-10-08,0
82294,15368624.0,2009-10-08,0
82295,15405714.0,2009-10-20,0
82297,15419293.0,2009-10-21,0
82298,15419802.0,2009-10-21,0
82299,2498589.0,2009-10-21,1
82300,2483511.0,2009-10-21,1
82301,15422556.0,2009-10-22,0
82302,15431789.0,2009-10-23,0
82303,15433567.0,2009-10-23,0
82304,15437564.0,2009-10-26,0
82305,15439625.0,2009-10-26,0
82308,15451677.0,2009-10-27,0
82309,15454188.0,2009-10-27,0
82310,15455828.0,2009-10-27,0
82312,15456297.0,2009-10-27,0
82316,15467711.0,2009-10-27,0
82318,15458312.0,2009-10-28,0
82319,15460574.0,2009-10-28,0
82320,15463576.0,2009-10-28,0
82321,15463881.0,2009-10-29,0
82322,15464914.0,2009-10-29,0
82323,15466561.0,2009-10-29,0
82324,15469694.0,2009-10-29,0
82325,15476413.0,2009-10-30,0
82326,15494305.0,2009-11-04,0
82327,15495141.0,2009-11-04,0
82328,15495580.0,2009-11-04,0
82329,15496004.0,2009-11-04,0
82330,15496696.0,2009-11-04,0
82331,15535127.0,2009-11-04,0
82332,15537824.0,2009-11-04,0
82333,15541290.0,2009-11-04,0
82334,2535839.0,2009-11-04,1
82335,15503795.0,2009-11-05,0
82336,15504332.0,2009-11-05,0
82339,15504334.0,2009-11-05,0
82341,15504507.0,2009-11-05,0
82342,15507776.0,2009-11-05,0
82344,15508491.0,2009-11-05,0
82345,15509429.0,2009-11-05,0
82346,15509782.0,2009-11-05,0
82347,15517370.0,2009-11-05,0
82349,2507347.0,2009-11-05,1
82350,15517504.0,2009-11-06,0
82351,15517744.0,2009-11-06,0
82352,15517758.0,2009-11-06,0
82353,15518467.0,2009-11-06,0
82354,15520575.0,2009-11-06,0
82355,15526467.0,2009-11-10,0
82356,15527754.0,2009-11-10,0
82359,15529902.0,2009-11-10,0
82360,15531166.0,2009-11-10,0
82361,15531275.0,2009-11-10,0
82362,15531291.0,2009-11-10,0
82363,15536750.0,2009-11-11,0
82366,15539613.0,2009-11-12,0
82367,15540723.0,2009-11-12,0
82368,15541828.0,2009-11-12,0
82369,2542156.0,2009-11-12,1
82370,2539223.0,2009-11-12,1
82371,15543450.0,2009-11-13,0
82372,15549059.0,2009-11-13,0
82373,2551183.0,2009-11-16,1
82374,15556546.0,2009-11-17,0
82375,15560103.0,2009-11-18,0
82376,15561433.0,2009-11-18,0
82377,15563120.0,2009-11-19,0
82378,15563528.0,2009-11-19,0
82379,15575197.0,2009-11-24,0
82380,15575886.0,2009-11-24,0
82381,15608494.0,2009-12-03,0
82382,15616953.0,2009-12-07,0
82383,2588053.0,2009-12-07,1
82385,61690096.0,2009-12-09,0
82386,15628995.0,2009-12-10,0
82387,15629231.0,2009-12-10,0
82388,15640644.0,2009-12-16,0
82389,15640747.0,2009-12-16,0
82390,29458597.0,2009-12-18,0
82391,15656793.0,2009-12-21,0
82392,15658903.0,2009-12-22,0
82394,15736792.0,2010-01-20,0
82395,15758493.0,2010-01-26,0
82396,15758577.0,2010-01-26,0
82398,15758634.0,2010-01-26,0
82399,15761222.0,2010-01-26,0
82401,15761225.0,2010-01-26,0
82402,61690083.0,2010-01-26,0
82404,15762936.0,2010-01-27,0
82407,15763777.0,2010-01-27,0
82408,15765385.0,2010-01-27,0
82409,15765407.0,2010-01-27,0
82413,15765480.0,2010-01-27,0
82415,15768895.0,2010-01-29,0
82416,15770556.0,2010-01-29,0
82417,15777898.0,2010-02-01,0
82418,15779574.0,2010-02-02,0
82419,15781319.0,2010-02-02,0
82421,15785517.0,2010-02-03,0
82422,15786157.0,2010-02-03,0
82423,15789521.0,2010-02-04,0
82424,15790194.0,2010-02-04,0
82425,15790222.0,2010-02-04,0
82426,15794066.0,2010-02-04,0
82427,61123428.0,2010-02-04,0
82428,61122975.0,2010-02-09,0
82430,61122976.0,2010-02-09,0
82433,15813403.0,2010-02-10,0
82434,15814261.0,2010-02-10,0
82435,15815552.0,2010-02-10,0
82437,15819623.0,2010-02-11,0
82438,15820527.0,2010-02-11,0
82439,15831892.0,2010-02-11,0
82440,15833686.0,2010-02-15,0
82444,15835873.0,2010-02-17,0
82445,15838578.0,2010-02-18,0
82447,15838581.0,2010-02-18,0
82448,15840504.0,2010-02-18,0
82449,15840798.0,2010-02-18,0
82450,15840903.0,2010-02-18,0
82456,15840961.0,2010-02-18,0
82457,15841030.0,2010-02-18,0
82458,15843741.0,2010-02-18,0
82460,15843747.0,2010-02-18,0
82461,2744799.0,2010-02-18,1
82463,15853699.0,2010-02-22,0
82466,15855971.0,2010-02-23,0
82467,2755492.0,2010-02-24,1
82468,15865149.0,2010-02-25,0
82469,15865228.0,2010-02-25,0
82473,15865363.0,2010-02-25,0
82474,15868818.0,2010-02-25,0
82476,15868902.0,2010-02-25,0
82478,15868942.0,2010-02-25,0
82479,2768212.0,2010-02-25,1
82480,15867364.0,2010-02-26,0
82481,15868951.0,2010-02-26,0
82482,15881003.0,2010-03-01,0
82485,2776290.0,2010-03-01,1
82489,15887187.0,2010-03-03,0
82491,15888027.0,2010-03-03,0
82492,15891612.0,2010-03-03,0
82493,15891753.0,2010-03-03,0
82494,15894223.0,2010-03-03,0
82495,15893456.0,2010-03-04,0
82496,15894441.0,2010-03-04,0
82498,15894485.0,2010-03-04,0
82499,15900632.0,2010-03-04,0
82500,15900634.0,2010-03-04,0
82501,15900756.0,2010-03-04,0
82503,15900830.0,2010-03-04,0
82504,15901708.0,2010-03-04,0
82506,15901731.0,2010-03-04,0
82509,15911728.0,2010-03-04,0
82513,15901763.0,2010-03-05,0
82514,15918670.0,2010-03-09,0
82516,61690094.0,2010-03-09,0
82517,15924456.0,2010-03-10,0
82518,15932107.0,2010-03-10,0
82519,15932141.0,2010-03-10,0
82522,15934658.0,2010-03-11,0
82523,15934680.0,2010-03-11,0
82524,15937384.0,2010-03-11,0
82525,15937856.0,2010-03-11,0
82528,15937959.0,2010-03-11,0
82533,15939298.0,2010-03-11,0
82535,15939058.0,2010-03-12,0
82536,15957675.0,2010-03-19,0
82540,15966230.0,2010-03-23,0
82541,15969788.0,2010-03-23,0
82542,15969874.0,2010-03-24,0
82546,15971084.0,2010-03-24,0
82547,15972057.0,2010-03-25,0
82549,15976243.0,2010-03-25,0
82551,15990694.0,2010-03-26,0
82552,16024944.0,2010-04-09,0
82553,16060177.0,2010-04-21,0
82555,16068602.0,2010-04-22,0
82557,16068688.0,2010-04-23,0
82559,16081661.0,2010-04-27,0
82561,16081956.0,2010-04-27,0
82563,16083166.0,2010-04-27,0
82565,16083259.0,2010-04-27,0
82569,16083261.0,2010-04-27,0
82571,16084100.0,2010-04-28,0
82572,16084831.0,2010-04-28,0
82574,16084950.0,2010-04-28,0
82575,16085104.0,2010-04-28,0
82576,16085609.0,2010-04-28,0
82577,16085628.0,2010-04-28,0
82578,16087690.0,2010-04-29,0
82579,16087814.0,2010-04-29,0
82580,16091463.0,2010-04-29,0
82581,16091476.0,2010-04-29,0
82582,16093776.0,2010-04-29,0
82583,16095464.0,2010-04-30,0
82584,16096121.0,2010-04-30,0
82585,16100054.0,2010-04-30,0
82586,16116080.0,2010-05-05,0
82587,16116476.0,2010-05-05,0
82588,2986851.0,2010-05-06,1
82590,3042842.0,2010-05-06,1
82591,3046587.0,2010-05-06,1
82592,29458602.0,2010-05-17,0
82595,61088863.0,2010-05-19,0
82597,3096960.0,2010-05-27,1
82598,3116065.0,2010-06-02,1
82600,61223913.0,2010-06-09,0
82601,3131410.0,2010-06-09,1
82602,16321533.0,2010-06-24,0
82603,16324818.0,2010-06-24,0
82605,16397189.0,2010-07-20,0
82606,16407087.0,2010-07-22,0
82608,16407424.0,2010-07-22,0
82609,16408043.0,2010-07-22,0
82611,16409425.0,2010-07-22,0
82613,16413826.0,2010-07-23,0
82614,16428607.0,2010-07-27,0
82615,16428891.0,2010-07-27,0
82616,16429064.0,2010-07-27,0
82617,16430204.0,2010-07-27,0
82619,16430461.0,2010-07-27,0
82620,16430800.0,2010-07-27,0
82621,16430801.0,2010-07-27,0
82622,16432024.0,2010-07-27,0
82627,16435238.0,2010-07-28,0
82629,16436134.0,2010-07-28,0
